sector,index,name,netIncome,totalRevenue,marketCap_netIncome,currentPrice,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Technology,3354,Corning Incorporated,-873000000.0,10491000000.0,-32.83669075252005,35.39,810015005,28666431026.95,GLW,-1.0777578126469398,2.7324784126346393
Real Estate,1267,Cedar Realty Trust Inc.,4950000.0,152453000.0,84.20923425252525,4.57,91211315,416835709.55,CDR,0.05426958267184285,2.7341915839635824
Technology,4885,MAM Software Group Inc.,4689000.0,34526000.0,20.142410428662828,7.5,12593035,94447762.5,MAMS,0.3723486832205263,2.735554726872502
Utilities,852,Brookfield Infrastructure Partners LP Limited Partnership Units,333000000.0,4002000000.0,32.98508131741742,39.7,276675871,10984032078.7,BIP,1.2035744165055868,2.7446357018240883
Industrials,4800,Dorian LPG Ltd.,-34307274.0,145953570.0,-11.680234551570608,7.265,55157193,400717007.145,LPG,-0.6219909341651958,2.745510145075588
Utilities,2297,El Pasoectric Company,92513000.0,906128000.0,26.907477878784604,61.175,40691320,2489291501.0,EE,2.2735315541496317,2.74717424138753
Technology,4021,i3 Verticals Inc.,707000.0,222641000.0,865.9372365487977,23.28,26298008,612217626.24,IIIV,0.026884165523107302,2.749797325020998
Consumer Cyclical,5183,Marine Products Corporation,24519000.0,289334000.0,32.449997935478606,23.03,34548046,795641499.38,MPX,0.7097072870633552,2.7499066800998153
Financial Services,4908,MBIA Inc.,-548000000.0,349000000.0,-1.7550372994434307,10.605,90689339,961760440.095,MBI,-6.042606617741474,2.755760573338109
Technology,1829,CyberOptics Corporation,998000.0,54978000.0,151.87395112725451,21.525,7041589,151570203.225,CYBE,0.14172937386717685,2.7569246466768527
Industrials,2674,ExlService Holdings Inc.,49342000.0,807305000.0,45.173542358234364,64.96,34312699,2228952927.04,EXLS,1.4380098750028378,2.7609799605353613
Technology,1661,Cree Inc.,-279969000.0,1493680000.0,-14.772188059928064,40.63,101790665,4135754718.9500003,CREE,-2.7504388540933493,2.7688358409766485
Technology,6132,Plantronics Inc.,-5226000.0,874286000.0,-463.4320833333333,60.97,39722750,2421896067.5,PLT,-0.13156188833854654,2.770141655590962
Financial Services,3702,HMN Financial Inc.,5339000.0,34410000.0,17.85413358306799,20.68,4609440,95323219.2,HMNF,1.1582751917803464,2.7702185178727117
Consumer Cyclical,4828,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,1242000000.0,5590000000.0,12.484746960189211,46.915,330513817,15506055724.555,LSXMK,3.757785412039219,2.7738919006359573
Industrials,6901,comScore Inc.,-309402000.0,410557000.0,-3.6921711733602245,19.73,57899906,1142365145.38,SCOR,-5.3437392454488615,2.7824763562185035
Industrials,1893,Donaldson Company Inc.,180300000.0,2734200000.0,42.19862540770937,58.99,128977999,7608412161.01,DCI,1.3979128331801767,2.782683110602736
Energy,8437,WildHorse Resource Development Corporation,-126606000.0,745592000.0,-16.38778711198521,20.34,102005515,2074792175.1,WRD,-1.241168185857402,2.7827446848946877
Utilities,270,Allete Inc.,168600000.0,1402700000.0,23.170156897746146,76.06,51360616,3906488452.96,ALE,3.282670908775705,2.784977866229415
Consumer Cyclical,1168,Cars.com Inc.,186401000.0,644933000.0,9.644303933240701,25.78,69732657,1797707897.46,CARS,2.6730804191212734,2.7874335744333134
Consumer Cyclical,228,Albany International Corporation,61765000.0,935075000.0,42.201732372702985,80.95,32200000,2606590000.0,AIN,1.918167701863354,2.787573189316365
Utilities,5649,Northwest Natural Gas Company,-58123000.0,717891000.0,-34.437890318806666,69.5,28800482,2001633499.0,NWN,-2.018125946642143,2.7882136689274555
Financial Services,4697,China Life Insurance Company Limited American Depositary Shares,2191751985.0,21977337260.0,27.971296736386897,10.845,5652941000,61306145145.0,LFC,0.3877188856207769,2.789516510563846
Financial Services,6623,Riverview Financial Corporation,1075000.0,45144000.0,117.68667426976745,13.91,9095124,126513174.84,RIVE,0.11819519997748244,2.802436089845827
Technology,124,Advanced Energy Industries Inc.,147114000.0,747438000.0,14.245448198539908,53.58,39113566,2095704866.28,AEIS,3.761201420499476,2.8038511104332398
Consumer Cyclical,2002,The Walt Disney Company,12023000000.0,57906000000.0,13.506780259273059,109.19,1487242596,162392019057.24,DIS,8.084087984257815,2.8044074717169205
Financial Services,2817,FBL Financial Group Inc.,191662000.0,736681000.0,10.786472069059073,83.3,24818209,2067356809.7,FFG,7.722636230519293,2.8063121075472286
Technology,2712,FARO Technologies Inc.,-7770000.0,387751000.0,-140.06929057915056,64.1,16978758,1088338387.8,FARO,-0.4576306464819158,2.8067971141273653
Industrials,4562,KNOT Offshore Partners LP representing Limited Partner Interests,92125000.0,257517000.0,7.851905886024423,22.125,32694094,723356829.75,KNOP,2.817787212577293,2.808967290508976
Industrials,3817,Hexcel Corporation,288200000.0,2090800000.0,20.39792666221374,67.17,87519465,5878682464.05,HXL,3.2929817384052793,2.811690484049168
Utilities,8340,WEC Energy Group Inc.,1270300000.0,7671500000.0,16.987587584602064,68.39,315533448,21579332508.72,WEC,4.025880641344876,2.8129221806322104
Financial Services,1052,Banco Santander (Mexico) S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico,989991248.0,3684616041.0,10.482228393189795,7.645,1357398871,10377314368.795,BSMX,0.729329653317503,2.816389619250154
Basic Materials,1212,Continental Building Products Inc.,70764000.0,503988000.0,20.073576426572835,38.425,36967770,1420486562.25,CBPX,1.9142079708892368,2.818492825722041
Healthcare,3442,Grifols S.A.,689097435.652,4966349771.982,20.320710340462806,20.48,683737763,14002949386.24,GRFS,1.0078387840222305,2.8195656828761013
Consumer Cyclical,7698,Tuniu Corporation,-83838349.32,337717483.62,-11.365313630676335,7.35,129639338,952849134.3,TOUR,-0.6467045467325666,2.8214385707437835
Industrials,5049,The Middleby Corporation,299265000.0,2478830000.0,23.420438162564952,125.78,55723624,7008917426.72,MIDD,5.37052292219903,2.827510328146747
Technology,544,Asure Software Inc,-8519000.0,71906000.0,-23.908904033337247,13.38,15222717,203679953.46,ASUR,-0.5596241459392565,2.8325863413345203
Real Estate,1495,CIM Commercial Trust Corporation,96999000.0,208085000.0,6.083965903514469,13.475,43795073,590138608.675,CMCT,2.214838185108174,2.8360458883388997
Technology,8390,Wipro Limited,1225815865.0,8354058750.0,19.335706679228693,5.265,4501807409,23702016008.385,WIT,0.27229415957451947,2.837185698315205
Consumer Cyclical,8104,V.F. Corporation,709022000.0,12703511000.0,50.83378443831079,90.91,396461022,36042271510.02,VFC,1.7883775722093558,2.8371897745450054
Technology,2394,eMagin Corporation,-10660000.0,24635000.0,-6.559331439962477,1.55,45111273,69922473.15,EMAN,-0.23630457070009972,2.8383386705906233
Consumer Defensive,3770,The Hershey Company,1031494000.0,7696331000.0,21.178957658929672,104.37,209312712,21845967751.440002,HSY,4.928004563812636,2.8384911916392372
Utilities,7592,Transportadora de Gas del Sur SA TGS,206019385.185,852721355.28,11.754457889219625,15.36,157659257,2421646187.52,TGS,1.3067382728119796,2.8399032961064137
Basic Materials,2954,FMC Corporation,982200000.0,4098800000.0,11.856510613927917,86.5,134629650,11645464725.0,FMC,7.295569735195776,2.8411888174587685
Technology,6720,Rudolph Technologies Inc.,46392000.0,277573000.0,17.036134738209174,24.775,31900721,790340362.775,RTEC,1.4542618017943858,2.8473243535034025
Technology,1745,Cognizant Technology Solutions Corporation,1453000000.0,15512000000.0,30.401377689208534,76.13,580233834,44173201782.42,CTSH,2.504162830325403,2.8476793309966477
Healthcare,468,Aradigm Corporation,-16666000.0,6826000.0,-1.1675005496219848,1.28,15201222,19457564.16,ARDM,-1.0963592269095208,2.850507494872546
Technology,5706,Oclaro Inc.,62453000.0,543170000.0,24.89812143499912,9.11,170687418,1554962377.98,OCLR,0.3658910582383993,2.8627545298525323
Financial Services,8449,Waterstone Financial Inc.,26877000.0,172954000.0,18.42675909141645,16.9,29305089,495256004.09999996,WSBF,0.9171444591074267,2.863512865270534
Technology,1156,Camtek Ltd.,22405000.0,107393000.0,13.78056126355724,8.53,36196187,308753475.10999995,CAMT,0.6189878508473835,2.874986964792863
Technology,2351,NIC Inc.,57379000.0,347228000.0,17.429057346328797,15.025,66559859,1000061881.475,EGOV,0.8620661290763852,2.8801302932799198
Real Estate,1914,DDR Corp.,-274534000.0,871564000.0,-9.144288704149577,13.595,184657459,2510418155.105,DDR,-1.4867203387651944,2.880360082684691
Consumer Cyclical,6445,Restaurant Brands International Inc.,689500000.0,5040000000.0,21.05666559382161,58.07,250018442,14518570926.94,QSR,2.7577965628631507,2.8806688347103178
Financial Services,6159,Patriot National Bancorp Inc.,3714000.0,29681000.0,23.02376365105008,21.9,3904578,85510258.19999999,PNBK,0.9511911402461418,2.880976321552508
Industrials,2426,Emerson Electric Company,2090000000.0,16955000000.0,23.400568985081335,77.82,628465551,48907189178.81999,EMR,3.3255601626444595,2.884528999045709
Industrials,5627,NV5 Global Inc.,29329000.0,383791000.0,37.75232781888233,89.3,12399082,1107238022.6,NVEE,2.365417052649543,2.8850025732755586
Consumer Cyclical,4183,International Speedway Corporation,262340000.0,678758000.0,7.466098129145384,44.4,44113878,1958656183.2,ISCA,5.946881387304013,2.8856472899030288
Healthcare,1666,CRH Medical Corporation of Beneficial Interest,8240448.0,107643903.0,37.70178377437732,4.275,72673588,310679588.70000005,CRHM,0.1133898604263216,2.8861791521996376
Consumer Defensive,4859,Lamb Weston Holdings Inc.,416800000.0,3423700000.0,23.713013651631478,67.5,146423468,9883584090.0,LW,2.8465382338847487,2.886813707392587
Technology,4749,Limelight Networks Inc.,12640000.0,196619000.0,44.958778131724685,5.045,112642013,568278955.585,LLNW,0.1122139037057159,2.890254530767627
Technology,8129,Viavi Solutions Inc.,-46000000.0,880400000.0,-55.322320015760866,11.225,226710621,2544826720.725,VIAV,-0.20290183052341426,2.8905346668843706
Basic Materials,1316,CF Industries Holdings Inc.,589000000.0,4226000000.0,20.742640296757212,52.33,233468663,12217415134.789999,CF,2.522822516870283,2.8910116267841928
Healthcare,5100,Milestone Scientific Inc.,-6417654.0,9303252.0,-4.196046717383019,0.8,33660970,26928776.0,MLSS,-0.19065564658415965,2.894555151252487
Utilities,7288,Sempra Energy,-604000000.0,11169000000.0,-53.568879882516555,118.32,273458447,32355603449.039997,SRE,-2.2087450822098758,2.896911402009132
Financial Services,4640,Landmark Bancorp Inc.,4725000.0,41657000.0,25.549331428571428,29,4162779,120720591.0,LARK,1.1350590555011448,2.8979665122308376
Technology,4130,Adesto Technologies Corporation,-7322000.0,64878000.0,-25.68287310161158,6.425,29268482,188049996.85,IOTS,-0.2501667151716307,2.89851716837757
Consumer Cyclical,7345,Extended Stay America Inc.,83879000.0,1287639000.0,44.505067141954484,19.76,188919055,3733040526.8,STAY,0.443994386908192,2.8991359587586274
Technology,5303,MaxLinear Inc.,-41190000.0,439662000.0,-30.948297772274817,18.58,68609278,1274760385.2399998,MXL,-0.6003561209316326,2.8994099677479515
Industrials,3725,Honeywell International Inc.,1642000000.0,42275000000.0,74.81507090680573,165.425,742610527,122846346428.975,HON,2.2111186689385565,2.9058863732460085
Energy,7764,Tenaris S.A. American Depositary Shares,668397000.0,6546559000.0,28.480318022073707,32.25,590268500,19036159125.0,TS,1.1323609509909474,2.907811435748154
Consumer Cyclical,1504,Chipotle Mexican Grill Inc.,169733000.0,4653091000.0,79.76277333576853,486.92,27804105,13538374806.6,CMG,6.104602180145702,2.909544388149727
Technology,5979,PDF Solutions Inc.,-4564000.0,99150000.0,-63.27459065731814,8.985,32140816,288785231.76,PDFS,-0.14200012843482257,2.9126094983358546
Real Estate,3768,Host Hotels & Resorts Inc.,658000000.0,5462000000.0,24.19469047942249,21.465,741677444,15920106335.46,HST,0.8871781194413673,2.914702734430611
Energy,4550,Kinder Morgan Inc.,-250000000.0,13759000000.0,-160.5247392778,18.185,2206828970,40131184819.45,KMI,-0.11328471911441329,2.916722495780943
Real Estate,2099,Diamondrock Hospitality Company,78742000.0,850002000.0,31.515847443803818,11.94,207840943,2481620859.42,DRH,0.3788570185615449,2.919547082736276
Financial Services,4207,Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value),125203373.0,1754867104.0,40.925954846280376,15,341604506,5124067590.0,ITCB,0.3665155781054012,2.919917740961882
Industrials,8575,Xylem Inc. New,370000000.0,5006000000.0,39.53045781737838,81.43,179617701,14626269392.43,XYL,2.059930607841373,2.9217477811486217
Basic Materials,4618,Quaker Chemical Corporation,33358000.0,858007000.0,75.17033228910606,188.1,13330845,2507531944.5,KWR,2.502316994909175,2.922507560544378
Consumer Cyclical,8343,Wendy's Company (The),223568000.0,1408813000.0,18.418261858248943,17.375,236991883,4117733967.125,WEN,0.9433572035038854,2.922839274712116
Financial Services,2399,Emclaire Financial Corp,5055000.0,28669000.0,16.578640771513353,36.9,2271139,83805029.1,EMCF,2.225755446936537,2.923193313334961
Financial Services,5836,Orrstown Financial Services Inc,10417000.0,68089000.0,19.112654209465298,23.7,8400697,199096518.9,ORRF,1.2400161558023102,2.924062901496571
Technology,5823,Orbotech Ltd.,158821000.0,1020610000.0,18.79175927616625,61.41,48600000,2984526000.0,ORBK,3.2679218106995886,2.9242570619531456
Industrials,3336,GasLog Ltd.,29953000.0,538316000.0,52.56231689313257,19.525,80635036,1574399077.8999999,GLOG,0.37146383862220883,2.9246744995504494
Utilities,1816,California Water Service Group,57995000.0,678601000.0,34.232106216053104,41.3,48070000,1985290999.9999998,CWT,1.2064697316413564,2.925564506978327
Industrials,2114,DryShips Inc.,-11844000.0,159838000.0,-39.50348816616008,4.74,98708716,467879313.84000003,DRYS,-0.11998940397522748,2.927209511130019
Financial Services,3896,ICICI Bank Limited,1005557729.4,9929691870.0,28.905717930439888,9.035,3217085566,29066368088.81,IBN,0.31256791551561736,2.9272175279301997
Real Estate,3643,HFF Inc. Class A,97249000.0,607259000.0,18.285172796224124,45.46,39116031,1778214769.26,HF,2.486167372144684,2.9282641661301025
Financial Services,3576,Hamilton Bancorp Inc.,-5561886.0,16728095.0,-8.814553354743337,14.35,3416414,49025540.9,HBK,-1.6279894649770197,2.9307306600064145
Utilities,5996,Public Service Enterprise Group Incorporated,2178000000.0,9193000000.0,12.370908972598714,53.32,505323326,26943839742.32,PEG,4.310111740220755,2.930908271763298
Utilities,4777,Alliant Energy Corporation,494100000.0,3495400000.0,20.749060676664644,43.855,233772908,10252110880.34,LNT,2.1135896551365994,2.9330293758482577
Financial Services,6206,ProAssurance Corporation,86570000.0,884589000.0,29.97757458703939,48.4,53618980,2595158632.0,PRA,1.6145402243757714,2.9337450861360472
Consumer Cyclical,2081,Dorman Products Inc.,113961000.0,917743000.0,23.634086697378926,81.16,33185857,2693364154.12,DORM,3.434023114123586,2.9347694878849526
Financial Services,6801,Salisbury Bancorp Inc.,6684000.0,40121000.0,17.624925493716336,42,2804881,117805002.0,SAL,2.3829887970291788,2.936242915181576
Technology,4784,Logitech International S.A.,210001000.0,2645397000.0,36.99517898676673,46.95,165474432,7769024582.400001,LOGI,1.2690842776242315,2.936808570660661
Consumer Cyclical,5831,O'Reilly Automotive Inc.,1244028000.0,9269392000.0,21.91277475694277,338.37,80563009,27260105355.33,ORLY,15.441677457702703,2.94087307509813
Healthcare,1349,Chemed Corp,189956000.0,1726790000.0,26.738695327417926,315.685,16089379,5079175609.615,CHE,11.80629780677054,2.941397396102016
Technology,4049,Immersion Corporation,44544000.0,110319000.0,7.28781134608477,10.55,30770452,324628268.6,IMMR,1.4476225438612342,2.9426324440939458
Financial Services,679,Banc of California Inc.,51589000.0,330797000.0,18.878245678342285,19.225,50658508,973909816.3000001,BANC,1.0183679314045333,2.9441313442987695
Technology,5335,Nanometrics Incorporated,50618000.0,305797000.0,17.809896434074837,37.35,24136582,901501337.7,NANO,2.097148635212724,2.9480385278469052
Consumer Defensive,297,American Lorain Corporation,-47570866.0,3579387.0,-0.22199451782105456,0.154,68574490,10560471.459999999,ALN,-0.6937108245354796,2.950357550049771
Basic Materials,2675,Eagle Materials Inc,268089000.0,1414155000.0,15.566389021295167,87.33,47786301,4173177666.33,EXP,5.610164302108255,2.951004427612249
Industrials,4200,Innovative Solutions and Support Inc.,-3425573.0,14430334.0,-12.437836084649195,2.53,16840599,42606715.47,ISSC,-0.20341158886331775,2.9525799936439445
Industrials,5482,NL Industries Inc.,38216000.0,112883000.0,8.734195242830227,6.85,48727884,333786005.4,NL,0.7842737435510231,2.956920044647998
Industrials,2057,Dun & Bradstreet Corporation (The),237200000.0,1813100000.0,22.604318235328833,144.42,37126051,5361744285.419999,DNB,6.38904471687549,2.957224800297832
Technology,2453,Entegris Inc.,124472000.0,1446411000.0,34.391738872597855,30.225,141631382,4280808520.9500003,ENTG,0.8788447746700657,2.959607276873586
Financial Services,413,Artisan Partners Asset Management Inc. Class A,86452000.0,839581000.0,28.756498109933833,32.3,76967702,2486056774.6,APAM,1.1232243883284965,2.9610684074556235
Basic Materials,8006,United States Lime & Minerals Inc.,28150000.0,146702000.0,15.431649023090584,77.6,5597950,434400919.99999994,USLM,5.028626550790914,2.9611110959632447
